id,titulo,subtitular,categoria
051424occidente,tres derrumbes en ruta a la costa sur,sismo danaron carreteras de la region,Accidentes Viales
051424oriente,migrante estaba amenazado,regreso a guatemala despues de tres anos y encontro la muerte,Inseguridad y Conflictos
051424sur,rina deja un hombre herido,peleaban en el centro de la ciudad por una mujer,Accidentes y Tragedias
051424norte,automovilista embiste a niÃ±o,familia fue arrollada en el kilometro 182,Comunidades
051424guate,es patrimonio cultural,tras recibir nombramiento vecinos piden a las autoridades velar oir el cuidado de la pilona,Seguridad y Bienestar
051524nacional,muerte en taxi pirata,guardias que habian solicitado viaje matan a piloto y copiloto de la unidad cuando intentaba defenderse  defenderse de un asalto,Comunidades
051524centro,elevadores tienen 30 anos de antigÃ¼edad,ofrecen instalar buevos ascensores en 4 meses,Comunidades
051524occidente,la ciudad del quincentenario,un dia como hoy en 1524 se fundo quezaltenango,Comunidades
051524oriente,sobrevive a ataque armado,disparan contra el sapito en lotificacion las casitas,Comunidades
051524sur,suman siete arrollados,trailer embiste a hombre en el kilometro 74,Comunidades
051524norte,arrollan a maestra,lamentable muerte de docente de la escuela 3 de abril,Educacion y Salud Comunitaria
051524guate,espera termino,vecinos de la colonia fuentes cantaran con calle pavimentada que conectara con varios sectores de ciudad qutzal,Comunidades
051624nacional,asesinan a esposo por una herencia,tribunal la condena a 28 anos de prision por cometer crimen junto a una amiga para quedarse con q125 mil,Criminalidad y Violencia
051624centro,busca repatriar restos de su esposo,llego a estados unidos hace 3 anos y trabajaba en un restaurante,Comunidades
051624occidente,xela se desborda en festejos,bandas amenizan los 500 anos de quetzaltenango,Comunidades
051624oriente,suman 33 crimenes en lo que va del ano,implementan operativos para decomisar armas de fuego,Criminalidad y Violencia
051624sur,arrolla a mecanico,microbus impacta a joven de 22 anos,Comunidades
051624norte,arrollada cuando iba  a estudiar,trailero embiste a estudiante y asu papa en un crucero,Comunidades
051624guate,trabajos avanzan,comuna construye en la zona 5 estacion de recarga para las unidades de la linea 5 del transmetro,Comunidades
051724nacional,5  asesinados por comando armado,un grupo de presuntos patrulleros intercepta a supuestos mareros que amedrentaban en barcena,Comunidades
051724centro,racionan el agua en 5 zonas,regulan servicio debido a sequia y la baja del caudal de nacimiento que los abastece,Comunidades
051724occidente,pandillero se escondia en xela,kevin daniel flores portillo es capturado en vivienda de la zona 7,Comunidades
051724oriente,1200 escuelas sin clases por la ola de calor,temperatura de mas de 40 grados afecta a la region,Educacion y Salud Comunitaria
051724sur,3 mil 700 vecinos incomunicados,rio siguacan se lleva el puente de la aldea dia de reyes,Proyectos de Infraestructura
051724norte,matan a vendedora,se cree qye la fallecida era victima de extorsion,Comunidades
051724guate,enfrentamiento e intento de desalojo,comerciantes lanzan cal y liquidos a agentes municipales en boca del monte,Comunidades
051824nacional,fuego en carretera,camion cisterna se incendia y detiene el trafico en el atlantico mientras bomberos evitan que las llamas se extiendan a gasolinera,Accidentes Viales
051924nacional,fiesta en discoteca finaliza con 4 muertos,comando armado se estaciona frente a establecimiento seis hombres se bajan y comienzan a disparar,Accidentes y Tragedias
052024nacional,conquistan la 32,municipal es campeon despues de cuatro anos y medio e iguala en titulos a comunicaciones,Comunidades
052024centro,a punto de colapsar,vecinos exigen agilizar reparacion ante llegada del invierno,Comunidades
052024occidente,reciben a sus heroes,aficion festeja el ascenso junto a marquense,Comunidades
052024oriente,campeon de la copa pepe milla,garrobos de zapotitkan conquistan su cuarto titulo al vencer a jutiapa,Crimenes
052024sur,ladrones lo apunalan,hombre se opone a asalto en nuevo chuatuj,Comunidades
052024norte,en riesgo de caer,desde noviembre esperan puente bailey en santa barbara,Proyectos de Infraestructura
052024guate,viven fiesta cultural,los mas de 20 museos que hay en ka ciudad contaron con la visita de cientos de personas en fin de semana,Comunidades
052124nacional,20 atentados contra taxis pirata,en 2024 van 15 pilotos asesinados mp advierte a usuarios para no ser victimas de robo violacion o agresion sexual,Crimenes
052124centro,atacan a alcalde comunitario,intentan escapar pero vecinos loa retieneny les exigen pagar gastos medicos,Comunidades
052124occidente,esperan 24 tormentas,habitantes de la region se preparan para un invierno copioso,Desastres Naturales
052124oriente,solo 3 horas van a clases,autoridades modifican horario de salida de escuelas ppor ola de calor,Educacion y Salud Comunitaria
052124sur,sobrevive 20 horas en pozo,se resbala al sacar agua y se sostiene con lazo hasta ser rescatado,Comunidades
052124norte,deja a dos ninos en la orfandad,mujer muere embastida por trailer que volco en satelite,Comunidades
052124guate,temen ir al parque,vecinos exigen a las autoridades brindar mayor seguridad pues indigentes se han instalado en el lugar,Seguridad y Bienestar
052224nacional,carretera bajo fuego,empresario y escoltas sprÂ´rendidos en ruta al pacifico por un grupo de sicarios,Accidentes Viales
052224centro,van 17 homicidios en cinco meses,venta de drogas y pelea entre pandillas es causa de indice de crimenes en el departamento,Criminalidad y Violencia
052224occidente,sindicada de trata y explotacion sexual,mujer es detenida en allanamientos efectuados en xela,Comunidades
052224oriente,desconocidos matan a chofer,abandonan cadaver en calle principal de la aldea el chile,Comunidades
052224sur,lo matan de seis disparos,agricultores hallan cadaver en el interior de una finca,Comunidades
052224norte,40 incendios activos en peten,fuego en el departamento ocasiona muerte de animales y dano a la flora,Riesgos y Emergencias
052224guate,esperaron 20 anos,pobladores de la colonia margarita iv ya cuentan con un camino pavimentado como lo habian pedido,Comunidades
052324nacional,lo mata porque no le vendio licor fiado,ebrio se enoja cuando le niegan producto regresa con pistola y asesina a tendero,Comunidades
052324centro,300 casos de violencia contra la mujer,en lo que va del ano el departamento de solola registra un alto indice de denuncias por este flagelo,Criminalidad y Violencia
052324occidente,lo cinculan con banda que roba en comercios,sabino lopez capturados en allanamientos,Comunidades
052324oriente,percance deja un muerto y dos heridos,trailer accidentado transportaba maquinaria,Accidentes Viales
052324sur,caen cuando podaban arboles,dos hombres quedan heridos en distintos accidentes laborales,Accidentes y Tragedias
052324norte,arrollan a comerciantes,vendedor de cocos muere en el km 238 de la ruta al polochic,Comunidades
052324guate,bocinas inteligentes funcionan,desde que nacio el proyecto hace tres anos la comuna he erradicado basureros clandestinos en varias zonas,Comunidades
052424nacional,crisis por falta de agua,hospital san juan de dios necesita cada horas unas 336 pipas con 15 mil galones para su funcionamiento y limpieza,Educacion y Salud Comunitaria
052424centro,vendedores corren riesgo,estructura antigua del edificio de gobernacion podria colapsar,Comunidades
052424occidente,caen tres por explotacion sexual,dos hombres y una mujer fueron capturados  en la aldea el rincon,Comunidades
052424oriente,se salvan de milagro,dos primos quedan heridos al volcar camion deonde viajaban,Accidentes y Tragedias
052424sur,pescador halla cadaver,cuerpo de vecinos de san juan bautista flotaba en el rio madre vieja,Comunidades
052424norte,baja nivel del rio,piden apoyar con reforestacion para rescatar el machaquila,Comunidades
052424guate,tres robos en una semana,comunidad educativa de la escuela los angeles del matazano exigen a las autoridades les brinden seguridad,Seguridad y Bienestar
052524nacional,mareros persiguen a pareja,mecanico muere y su novia queda herida cuando iban a trabajar,Comunidades
052624nacional,descanse en paz jorge pop,(20-10-2005/25*05-2024),Comunidades
052724nacional,adios a farruko pop,salen a la carretera para despedirlo con globos carteles y lagrimas mientras que el mp allana una vivienda y captura a dos mareros,Accidentes Viales
052724centro,transportistas rechazan reglamento,el uso de uniforme y la restriccion de hora para circular son algunas de las normas a seguir,Comunidades
052724occidente,advierten a delincuentes,residentes de la zona 2 se organizan junto con autoridades y hacen patrullaje,Comunidades
052724oriente,le disparan en tienda,victima trabajaba como gurdian de centro de salud,Seguridad y Bienestar
052724sur,le dan golpiza a agricultor,cinco hombres le interceptan el paso en villa hermosa,Comunidades
052724norte,le encuentran a orilla del rio,victima es un vecino de peten qye habia viajado a recoger un dpi,Comunidades
052724guate,2 mil 500 toneladas de basura llegan a diario,alrededor de 575 camiones recolectores de 17 municipios ingresan al sitio de disposicion final del vertedero de la zona 3,Comunidades
052824nacional,su sueno era regalarnos una casa,los papas de farruko demandan justicia hace dos anos dejo su vivienda lleno de ilusiones y ayer volvio en un ataud,Comunidades
052824centro,evitan que basura llegue al motagua,eliminan vertedero clandestino tzan arco,Comunidades
052824occidente,135 camaras habilitadas,reforzaran personal para vigilar las 24 horas el municipio,Comunidades
052824oriente,choca contra arbol al salirse de curva,salvadoreno se dirigia a garita palmera ahuachapan,Comunidades
052824sur,mueren 2 conductores,una de las victimas del accidente quedo atrapada en el auto,Accidentes y Tragedias
052824norte,un muerto y dos heridos,persona que salio de balneario lo impacto,Accidentes y Tragedias
052824guate,exigen nuevo edificio,colapso de drenajes antiguos afecta a la escuela elena morales orantes,Educacion y Salud Comunitaria
052924nacional,despiden a farruko pop,en medio de lagrimas y recuerdos familiares y amigos le dan el ultimo adios al cantante asesinado,Comunidades
052924centro,obra de q15 millones tiene atraso de 6 mese,planta de tratamiento iba a ser entregada en enero de 2024 pero encargados prevÃ©n hacerlo en diciembre,Comunidades
052924occidente,daran servicio a mas de 50mil habitantes,centro de salud esta en su fase final de contruccion,Seguridad y Bienestar
052924oriente,q3 millones para arreglar calles,remozan via principales de los barrios la tejera el centro y el escopetazo,Comunidades
052924sur,impacta contra arbol tirado,trabjadores de bananera parece de madrugada en la ruta a sipacate,Comunidades
052924norte,asesinan al diablo,le disparan en camino de la comunidad san antonio,Comunidades
052924guate,diez anos danado,construiran muro perimetral de cementerio gracias adenucnias de vecinos,Comunidades
053024nacional,escuelas cerradas por amenzas,plantel suma dos dias clausurado vecinos cuentan que viven temerosos por las pandillas y por eso no salen de su casa,Educacion y Salud Comunitaria
053024centro,atienden a dos millones de pacientes,amplian laboratorio clinico banco de sangre y emergencia por alta demnada en hospital pedro bethancourt,Educacion y Salud Comunitaria
053024occidente,89 anos de prision por violacion,carlos tepe  huitz es sentenciado por cuatro casis de agresion sexual,Comunidades
053024oriente,incendio deja perdidadas por q75 mil,cortocircuiti ocasiona siniestro en casa edificada con lepa y madera,Riesgos y Emergencias
053024sur,el mar amenaza con llevarse las tumbas,analizan traslado de cementerio municipal,Inseguridad y Conflictos
053024norte,conservan tradicion achi,vecinos y turistas comparten chilate en celebracion ancestral,Comunidades
053024guate,tres horas de trafico,miles de conductores se vieron afectados por cierres viales a causa de accidente ne barcena,Accidentes y Tragedias
053124nacional,capturados por masacre en fiesta de 15 anos,son los supuestos  responsables de matar a cuatro personas entre ellas una nina de un ano,Comunidades
053124centro,peregrinan junto al santisimo,feligresia celebra el corpus christi en san jose catedral,Comunidades
053124occidente,son senteciados por asesinato,jose lopez y luis godoy deben pasar 30 y 35 en prision,Criminalidad y Violencia
053124oriente,choca contra camion,empleado bancario muere en vuelta de la aldea el aguacate,Comunidades
053124sur,choca contra auto,joven de 19 anos pierde la vida al manejar a excesiva velocidad,Comunidades
053124norte,lo hallan sin vida,investigan la causa de muerte de trabajador de una finca,Comunidades
053124guate,capcitan a socorristas,bomberos unidos sin fronteras de espana comparten conocimientos y experiencias con varias instituciones,Comunidades
060124nacional,pandillas acechan a jovenes,onu emite alerta oir incremento de menores que son reclutados por mareros,Comunidades
060224nacional,la 15 es real,el madrid consquisto la champions league tran vencer 2 0 al dourmont en la final de wembley,Comunidades
060324nacional,aniquilan el infierno,reestructuran penal y trasladan a 225 mareros tenian minizoologico hasta con cocodrilos,Comunidades
060324centro,mil 865 familias afectadas por sequia,ola de calor impacta en cultivo del departamneto de solola,Comunidades
060324occidente,devocion a jesus sacramentado,iglesia celebra con misa y procesion la solemnidad del cuerpo de cristo,Religion y Tradicion
060324oriente,euforia en san marcos,aficionados salen a las calles y plaza para celebrar el titulo de la primera division que conquista el deportivo marquense,Comunidades
060324sur,conmemoran presencia de jesus en la eucaristia,fieles catolicos adoran al corpus christi en diferentes recorridos procesionales,Comunidades
060324norte,invertiran q15 millones,cambiaran tres kilometros de asfalto viejo para que pobladores de 36 aldeas tengan mejores caminos,Comunidades
060324guate,circulan mas de 7 mil 800 bicicletas,municipalidad ha construido 30 kilometros de ciclovias y planea otros 288 a corto plazo,Comunidades
060424nacional,ataque mortal contra taxistas,conductor muere por las balas otro que estaba estacionado cerca por un infarto,Comunidades
060424centro,puente de q1 millon no se construira,suspenden obra debido a falta de estudios elaborado por expertos,Proyectos de Infraestructura
060424occidente,125 agentes patrullan la ciudad,autoridades identifican 10 puntos rojos en san marcos,Comunidades
060424oriente,atacado con machete,hombre fallece camino al hospital nacional,Educacion y Salud Comunitaria
060424sur,asesinan a comerciante,lo atacan a balazos cuando descansaba  en hamaca,Comunidades
060424norte,mueren en doble colision,percance en sachicha deja ademas dos heridos,Accidentes Viales
060424guate,piden precaucion,socorristas han identidficado cinco puntos criticos en el lago en los cuales muchas personas han perdido la vida,Comunidades
060524nacional,deportaciones inmediatas,autoridades estadounidenses implementan nuevas medidas para retornar migrantes de forma expres y suspenden las posibilidades de pedir asilo,Comunidades
060524centro,se van de capiuza y casi mueren,cuatro estudiantes se fueron a nadar a san pablo la laguna y la corriente los arrastro,Comunidades
060524occidente,capturan a 2 prestamistas,colombianos amenazaban a comerciantes quetzaltecos,Inseguridad y Conflictos
060524oriente,fuego consume vehiculo,automovil se sobreclaienta y familia logra ponerse a salvo,Comunidades
060524sur,balacera en el km 90,conserje sobrevive a ataque armado cuando conducia hacia su trabajo,Criminalidad y Violencia
060524norte,se quema por tercera vez,nuevo incendio en vertedero ocurre en  menos de dos meses,Riesgos y Emergencias
060524guate,suman 800 casas,misioneros estadounidenses construyen un lugar digno para las familias de escasos recursos,Comunidades
060624nacional,goleada que ilusiona,la selecciÃ³n nacional comenzo arrasando el cmaino al mundial 2026,Comunidades
060624centro,celebran 33 anos del mercado,mas de  mil vendedores de los 36 sectores dek centro de abastos festejaban aniversario,Comunidades
060624occidente,desaparece encanto de laguna magdalena,dos lagunas y una catarata se secan por falta de lluvias,Comunidades
060624oriente,desde hace tres anos reciben clases en la cancha,falta de salones y sobrepoblacion afectan a ninos de segundo primaria,Comunidades
060624sur,hospital recibe mas de 8 mil pacientes,atienden a 18 municipios de la costa sur,Educacion y Salud Comunitaria
060624norte,ejecutaran obra en cinco semanas,avanza segunda fase de pavimentacion en el mercado,Comunidades
060624guate,vender es su vida,virginia yat como muchos otro comerciantes tienen aÃ±os de ofrecer lo mejor a sus clientes todos los dias,Comunidades
060724nacional,taxis de la muerte,policia encuentra a piloto de transporte pirata trasladando cuerpos empaquetados para tirarlos a la calle,Comunidades
060724centro,rechazan cobro de q450 por espacio,comerciantes dicen qye anteriormente oagaban q90 por 5 metros cuadrados,Comunidades
060724occidente,alcalde de xela pierde inmunidad,juan fernando lopez es acusado de acocidio por talar arbole sdel parque benito juarez,Comunidades
060724oriente,banco de sangre queda debastecido,ataques armados y percansez en el hospital,Educacion y Salud Comunitaria
060724sur,bala impacta en bebe,nino sobrevive a incidente por un disparo al aire,Comunidades
060724norte,limpian ribera y hallan cadaver,hombre de 70 anos localizado a orillas del rio cahabon,Comunidades
060724guate,seis horas sin paso,accidente de transporte pesado en el kilometro 135 afecto a miles de conductores en ambas direcciones,Accidentes y Tragedias
060824nacional,pedian q300 mil por quinceanera,policia rescata a joven y atrapa a secuestradores,Comunidades
060924nacional,paso perfecto,la selecciÃ³n llego ayer a seis puntos en dos partidos de la eliminatoria mundialista que volvera a disputarse hasta junio del 2025,Deporte
061024nacional,percances mortales,una mujer un bebe y un hombre fallecen durante serie de accidentes en el pais,Accidentes Viales
061024centro,reciben 2 horas de clase,agua no les cae desde marzo y temen brote de enfermedades en escuela ramona gil,Educacion y Salud Comunitaria
061024occidente,los condenan a 25 anos de prision,jairo de leon y jaquelen morales deberan cumplir sentencia en cantel por el crimen de un hombre,Criminalidad y Violencia
061024oriente,atacado frente a farmacia,hombre se le acerca y lo acuchilla en la 8va avenida en 3a y 4a calles de la zona 1,Comunidades
061024sur,atropellan jubilado,conductor le cedioel paso pero otro lo embistio,Comunidades
061024norte,tenia 24 anos sin mantenimiento,acumulacion de sarro en tuberias afecta distribucion de gas,Comunidades
061024guate,convierten la basura en abono,la terminal y cenma proveen residuos organicos para elaborar el compostaje que mejora las condiciones del suelo en vertedero de la zona,Comunidades
061124nacional,nino muerto a golpes,menor de 4 anos habria sido arrebatado de los brazos de su mama,Accidentes y Tragedias
061124centro,se ahoga en el mar,viajo al puerto san jose junto a cinco amigos,Comunidades
061124occidente,la senalan por vender telefonos robados,denuncian a comerciantes y la capturan en la terminal,Comunidades
061124oriente,se salva de morir tras accidente,trailero evita arrollar a hombre pero impacta contra paredon,Accidentes y Tragedias
061124sur,80 ninos se intoxican por comer pollo,se quejaron del dolor de estomago tras tomar su refaccion,Comunidades
061124norte,muere atrapado en la cabina,trailero facllece tras chocar contra automovil y volcar en guacamayo,Comunidades
061124guate,corren peligro,vecinos piden colocar pasarela en el ingreso a prados de villa hermosa la cual se quito por construccion de paso a desnivel,Riesgos y Emergencias
061224nacional,669 mil personas afectadas por las lluvias,inundaciones derrumbes y desbordamiento de rios y perdidas de cultivos son parte de los efefctos del invierno,Riesgos y Emergencias
061224centro,habrian matado a mujer frente a su hijo,mateo salpec y elmer aju son senalados de cometer crimen,Criminalidad y Violencia
061224occidente,denuncian estafas en siete cajeron,delincuentes bloquean la tarjeta fingen ayudar a la victima y luego vacian sus cuentas,Crimenes
061224oriente,vecinos despiden a mecanico asesinado,habitantes de aldea izotes participan en sepelio de walter aldany,Comunidades
061224sur,se salvan de morir,cuatro trabajadores iban en el camion que perdion la estabilidad en una curva,Comunidades
061224norte,100 familias en riesgo,limpian dique en el pantanal para evitar inundaciones,Comunidades
061224guate,tiran la casa por la ventana,comerciantes del mercado san martin celebran el dia del inquilino con presentacion estelar de lucha libre,Comunidades
061324nacional,habria matado a su hijo,madre de menor muerto a golpes fue capturada mp la sindica de maltrato investigan a padrastro,Accidentes y Tragedias
061324centro,sepultan a victima de incendio,juan gonzalez no pudo ponerse a salvo tras siniestro en bodegas comerciales,Riesgos y Emergencias
061324occidente,temen colapso de carretera,acumulacion de basura causa taponamiento y hundimiento,Accidentes Viales
061324oriente,piden hundimiento en camino,lluvias danaron via en 2022 y desde esa fecha no ha sido reparada,Comunidades
061324sur,accidentes dejan 4 muertos en junio,percances fatales en los primeros 12 dias del mes,Accidentes Viales
061324norte,muere en la calle,vecinos lo encuentran cerca de la empresa de agua,Comunidades
061324guate,continuan labores,el fin de semana covial coloco estructuras de acero y concreto que sostendran puentes en el kilometro 115,Proyectos de Infraestructura
061424nacional,10 mil puntos en riesgo,ruta palin- escuintla es una de las mas afectadas y dificultara el transito de unos 28 mil vahiculos cada dia,Comunidades
061424centro,3mil toneladas de basura llegan al ano,lluvias aumentan caudal de rios con basura qye recibe el lago,Comunidades
061424occidente,salio a comprar un pastel para su hija,emilio godinez fue atropellado por un vehiculo pesado,Comunidades
061424oriente,se durmio al volante,familia queda con lesiones tras sufrir percance,Accidentes Viales
061424sur,temen inundaciones,lluvias encienden alarmas por mas riesgos de desbordes,Comunidades
061424norte,sepultan a policia que murio  en accidente,rigoberto lem cal tenia nueve anos de servicio,Accidentes y Tragedias
061424guate,phd atiende solicitud de vecinos,publicacion de nuestro diario logra que autoridades estudien colocacion de pasarelas en prados de villa hermosa,Comunidades
061524nacional,contra messi no se puede,guatemala tuvo sus ratos buenos ante la campeona del mundo,Comunidades
061624nacional,asesinado en extremo de buses,victima queda en puesto de verduras dos cadaveres mas son hallados en distintos lugares,Comunidades
061724nacional,100 mil afectados por tormenta,sistema de baja presion azota 12 departamentos hay 2 fallecidos,Desastres Naturales
061724centro,ocho heridos al impactar contra arbol,poblacion en alerta por lluvias de la region,Accidentes y Tragedias
061724occidente,robaba en locales de la terminal,vendedores sorprenden a ladron en un comercio,Comunidades
061724oriente,reubican a 100 alumnos tras derrumbe,lluvias ocasionan caida de muro en instituto,Riesgos y Emergencias
061724sur,llevan ocho meses con tramo danado,camino en mal estado genera 4 kilometros de trafico especialmente en la temporada lluviosa,Comunidades
061724norte,lluvia arrastra la basura al lago,vecinos limpian el arroyo el pijul,Comunidades
061724guate,cuatro carriles permiten fluidez,mas de 68 vehiculos reanudadn su paso en puentes del bulevar lourdes,Proyectos de Infraestructura
061824nacional,146 carreteras danadas tras las lluvias,el recuento tambien contempla cinco fallecidos y 1 millon 395 mil personas afectadas,Accidentes Viales
061824centro,4 dias sin buses a la capital,extorsionistas exigen q250 mil a transportistas,Comunidades
061824occidente,70 familias pierden siembra de maiz,lluvias danan cultivos en la aldea caxaque,Comunidades
061824oriente,rio negro y paz se desbordan,calle de el naranjo los angeles y centro administrativo se inundan,Comunidades
061824sur,desalojan viviendas por crecida de rio,cerca de 44 familias resultaron perjudicadas ya que sus viviendas se inundaron por desbordamiento de afluente sis,Comunidades
061824norte,300 familias adfectadas por inundaciones,por las lluvias se desborda arroyo en la aldea buen samaritano,Comunidades
061824guate,14 arboles se caen,autoridades reportaron incidentes en varios sectores del municipio a causa de las lluvias y viento de las ultimas horas,Comunidades
061924nacional,diez muertos dejan 2 masacres contra familias,en casos distintos matones ingresaron a los ogares y dispararon sin piedad,Accidentes y Tragedias
061924centro,12 familias en riesgo,vecinos podrian ser evacuados de continuar anegaciones en la colonia buena vista,Comunidades
061924occidente,por derrumbe esperan 5 horas para pasar,caida de piedras de nuevo obstruye carretera en zunil,Accidentes Viales
061924oriente,400 familias afectadas por lluvias,derrumbes y anegaciones en sector playa el rosario y los bordos,Riesgos y Emergencias
061924sur,inundaciones afecta a 60 viviendas,lluvias afectan  a familias de mas de cinco comunidades,Comunidades
061924norte,liberaron paso a rabinal,piden precaucion por desprendimiento de rocas en la ruta,Comunidades
061924guate,20 familias en riesgo,municipalidad notifica a familias residentes cerca de los rios platanitos tuluja y villalobos,Comunidades
062024nacional,sin acceso a viveres por inundacion,familias de taxisco quedan incomunicadas y no pueden abastecerse por la lejania de sus viviendas,Comunidades
062024centro,sacan 30 camionadas de basura al mes,acumulacion de desechos en el rio guacalate aumenta por las recientes lluvias,Comunidades
062024occidente,cinco dias despues regresa a prision,asalto a guardia de seguridad en la zona 3,Seguridad y Bienestar
062024oriente,150 familias en riesgo,rio san jose aumenta su caudal y temen qye se desborde con en 2022,Comunidades
062024sur,derrumbe afecta a 100 familias,pobladores se ven perjudicados por la caida de rocas de gran tamano en la carretera que conduce a la cabecera,Accidentes Viales
062024norte,cuatro personas quedan atrapadas,conductor pierde el control del vehiculo en el que viajaba una falmilia y vuelca,Comunidades
062024guate,esperan a mil motoristas,comuna capacitara a conductores a cambio de perdonarles multas,Comunidades
062124nacional,agobiados por mareros,hombre es asesinado a balazon oir presunto pandillero que lo etorsionaba mermano resulta ileso,Comunidades
062124centro,alcalde enfrenta a la justicia por dos delitos,el mp y comitÃ© de tierras de nahuala acusan al jefe edil de ixtahuacan de instigacion a deliquir y abuso de autoridad,Crimenes
062124occidente,vapulean a presunto ladron en la terminal,fue sorprendido robando un telefono,Comunidades
062124oriente,sepultan a joven que murio violentamente,daniel cordon hernandez estaba desaparecido y su cadaver fue abandonado en aldea tres pinos,Comunidades
062124sur,reparacion de autopista complica el transito,autoridades habilitan el paso por la ca-9 y conductores podran circular cada dos horas,Comunidades
062124norte,obra estuvo detenida 8 meses,mejoramiento de la calle el centro lleva un avance del 40 por ciento y seria de beneficio para 30 mil personas,Comunidades
062124guate,lluvias arrastran basura,el pasado fin de semana se recolectaron 1500 metros cubicos en la desembocadura del rio villalobos,Comunidades
062224nacional,aumentan a 10 los fallecidos por lluvias,victimas son de suchitepequez san marcos quinche sacatepequez y jutiapa,Comunidades
062324nacional,temporal deja 2 millones de afectados,lluvia de un mes cayo en 10 dias ahora familias esperan que bajen las inundaciones en sus comunidades,Comunidades
062424nacional,danos por mas de q500 mil,trailero frutra viaje en el periferico pasarela era modelo para proyectos de seguridad,Seguridad y Bienestar
062424centro,retiran 80 toneladas de basura,vecinos temen que el rio guacalate se desborde,Comunidades
062424occidente,10 zonas en riesgo por lluvias y sismos,piden a vecinos no construir en laderas y riberas de rios,Desastres Naturales
062424oriente,vuelca en el tribilin,chofer y acomanante sobrevivena accidente paso se interrumpio por hora y media,Accidentes y Tragedias
062424sur,nueve heridos en percance,camion y picop protegonizan colision en la entrada al municipio,Accidentes Viales
062424norte,90 casos de dengue se reportan tras las lluvias,vecinos de san benito y flores son los mas aafectados,Comunidades
062424guate,remozan escuela,los 150 alumnos de los guates ii recibiran clases eb mejores condiciones al finalizar obra,Educacion y Salud Comunitaria
062524nacional,matan a presunto delincuente,dejan cuerpo de hombre con la cabeza envuelta en una bolsa y un letrero donde lo senalan de asaltante,Comunidades
062524centro,ruta de lago esta por colapsar,carretera comunica a seis municipios del departamento,Accidentes Viales
062524occidente,16 anos de carcel por darle golpiza a un hombre,sergio wotzbeli urizar ataco a la victima en el templo minerva,Comunidades
062524oriente,familias de seis aldeas afectadas,lluvias danan camino de terraceria y vecinos deben caminar,Comunidades
062524sur,rio amenaza a 100 familias,el suchiate socava paredon que da a comunidad de las mercedes,Comunidades
062524norte,reportan mas de 100 deslaves,derrumbe en la ruta que comunica con san miguel pasuj obstaculiza las dos vias,Riesgos y Emergencias
062524guate,amplian horario de servicio,con 109 agentes la policia municipal de transito atiende las 24 horas durante el invierno,Comunidades
062624nacional,estaba amenazado,a un hombre que manejaba mototaxi ke exigian pagar la extorsion ayer le dispararon hasta matarlo,Inseguridad y Conflictos
062624centro,703 familias afectadas por danos en cultivos,maga estima perdidas por q1 millon en siembras de milpa y cafÃ©,Comunidades
062624occidente,van 7 asaltos en la interamericana,refuerzan vigilancia en la ruta para prevenir hechos delictivos,Comunidades
062624oriente,inundaciones afectan a cien familias,vecinos de las comuidades los bordos y la barrona son los mas afectados,Comunidades
062624sur,declaran alerta roja,ante intensas lluvias y deslizamientos de tierra autoridades monitorean 10 municipios,Desastres Naturales
062624norte,lluvias arrastran basura al lago peten itza,lancheros estan preocupados por contaminacion que proviene del malecon,Comunidades
062624guate,doce comunidades afectadas,lluvias han complicado aun mas el paso por la ruta nacional 18 la cual comunica con mataquescuintla jalapa,Comunidades
062724nacional,masacrados mientras cenaban,comando armado entra a casa y asesina a 4 hombres y a 2 mujeres,Comunidades
062724centro,llevan 1 ano sin agua,cien familias de la comunidad tzanchaj exigen contruccion de deposito,Comunidades
062724occidente,pista del aeropuerto sin luz,ladrones se llevan 700 metros de cable que iluminaban a aviones para aterrizar,Comunidades
062724oriente,senalados de asaltar,policias encuentra escopeta y pasamontanas y los acusa de pertenecer a la banda los pelucos,Comunidades
062724sur,accidente causa 10 kilometros de fila,conductores esperan mas de tres horas para seguir con su camino,Accidentes y Tragedias
062724norte,mas de 500 familias afecadas,con las torrenciales lluvias cerca de 13 aldeas t cantones han salido perjudicados,Comunidades
062724guate,derrumbe afecta tuberia,empagua trabaja en el area que surte de agua a zonas 5 sectores de las zonas 16 y 17,Riesgos y Emergencias
062824nacional,lluvias de balas en el periferico,hombres disparan contra acompanantes de entierro dos mueren en el hospital,Educacion y Salud Comunitaria
062824centro,van 140 casos de dengue en 6 meses,sanean calle rancho grande para reducir cifras de afectados,Comunidades
062824occidente,seis anos de carcel por robar trajes,esvin ovando ya cumplio una condena de 15 anos,Comunidades
062824oriente,se socava el puente teculutan,parte de asfalto se desprende y vecinos exigen que se concluyan reparaciones en estructura,Proyectos de Infraestructura
062824sur,seis meses despues arreglan la calle,debido a lluvias trabajadores balastan calle que beneficia a vecinos de 10 comunidades,Comunidades
062824norte,dan el ultimo adios a papa de reginaldo cucul,tras batallar varios anos contra el cancer manuel titul no agunto y murio,Comunidades
062824guate,detectan nuevas grietas,vecinos de villa hermosa lamentan indiferencia de las autoridaqdes ante la situacion,Comunidades
062924nacional,colapsa carretera,danos en puente deja un trailer atrapado y sin acceso a el slavador por la aduana san cristobal,Accidentes Viales
063024nacional,351 carreteras danadas,en varias rutas no hay paso como en el pacifico y el puente coloradi qye va a la frontera con el salvador,Accidentes Viales
