050722nacional,abuela prostituyo a menor de 14 anos,separo a nieta de sus papas para ofrecerla a estructura que dirigia una conserje del ministerio publico,Criminalidad y Violencia,
050722occidente,sin una gota de agua,familias llevan tres semanas sin servicio por taponamiento de tuberia en san marcos,Comunidades,
050722guate,entre luz y sombras,falta de infraestructura y violencia ha frenado por anos el desarrollo de ciudad quetzal en san juan sacatepequez,Proyectos de Infraestructura,
050822nacional,11 veces capturado,se le ha sindicado de plagio o secuestro robo homicidio asociacion ilicita robo agravado y obstruccion a la justicia,Delincuencia,
050922nacional,lluvia de balas les arrebata la vida,criminales atacan a seis amigos en un parque y solo dos sobreviven,Criminalidad y Violencia,
050922occidente,el otro domingo se define,xinbajul logra un valioso empate en el estadio de san pedro,Deporte,
050922centro,se le cruzo un carro,familia que iba en un picop queda con lesiones tras colision en la ruta de tecpan guatemala,Accidentes Viales,
050922sur,calvario infernal,lodazales en tramo sin mantenimiento dificultan paso a cuatro comunidades rurales,Comunidades,
050922norte,cae sexto mecanico,detienen a otro integrante de banda de secuestradores en ciudad portena,Delincuencia,
050922oriente,arruinan el paisaje,belleza de la ruta a las verapaces esta manchada por un vertedero clandestino,Comunidades,
050922guate,larga espera en horas pico,ingresos a la capital se convierten en parqueos temporales de transporte de carga para que el transito fluya,Comunidades,
051022nacional,amor sin limites,mamas canguro salvan a bebes prematuros o bajos de peso,Comunidades,
051022occidente,reina de las carreteras,julia cano es una de las cuatro madres que destacamos en este dia dedicado a ellas,Comunidades,
051022centro,marimba para las madres,fidel funes y su marimba orquesta ofrece concierto en san andres iztapa,Comunidades,
051022sur,de todo para mama,comerciantes ofrecen variedad de regalos para agasajarla en su dia,Comunidades,
051022norte,senalizan cruce peligroso,pintan rotonda para evitar accidentes hacia santo tomas de castillas,Proyectos de Infraestructura,
051022oriente,perdio su casa,quemaba basura y agarro fuego su vivienda murieron sus tres perros,Accidentes y Tragedias,
051022guate,les da amor de madre,desde hace mas de 20 anos karen rodas le brinda mas que un hogar a ninos y ninas que lo necesitan,Comunidades,
051122nacional,triste dia de la madre,violencia intrafamiliar y criminal deja luto en tres hogares en uno de ellos el asesino le llevo rosas a su victima luego la mato y finalmente el se suicido,Criminalidad y Violencia,
051122occidente,lo deja inconsciente,conductor que no respeto paso de cebra golpea a peaton que le reclamo,Accidentes Viales,
051122centro,entre flores y regalos,visitan cementerios de la region para recordar a sus seres queridos en el dia de la madre,Comunidades,
051122sur,mantiene tradicion,en memoria de su mama irnieo vasquez recorre a pie 20 km para festejar a vecinas,Comunidades,
051122norte,dejan caos en su paso,gondolas ocasionan 7 muertes este ano en el cruce al puerto de santo tomas de castilla,Accidentes y Tragedias,
051122oriente,recibe condena,piloto de bus responsable de 22 muertes en diciembre de 2019 recibio 10 anos de prision,Accidentes y Tragedias,
051122guate,odisea al volante,transito se complica en la carretera a el salvador al inhabilitarse el carril reversible que agilizaba la salida de la capital,Comunidades,
051222nacional,se hace pasar por muerta para sobrevivir,mujer queda viva despues de que fue golpeada por varios hombres y arrojada a barranco,Criminalidad y Violencia,
051222occidente,nadie la recuerda,tumba de juana barrios impulsora del dia de la madre no recibio ningun adorno,Comunidades,
051222centro,se complica la salida de antigua,cuatro meses durara la construccion de un colector en la ruta a ciudad vieja,Comunidades,
051222sur,obra sin terminar,vecinos de el caracol temen quedar incomunicados en invierno por falta de puente,Proyectos de Infraestructura,
051222norte,paso peligroso,repararan puente de el corozo para evitar mas accidentes de motoristas y peatones,Proyectos de Infraestructura,
051222oriente,destapan tragantes,los drenajes que conducen a la aldea la palmilla estan siendo preparados para el invierno,Proyectos de Infraestructura,
051222guate,prueban unidades,comienzan segunda fase de plan piloto de la linea 5 del transmetro el primer proyecto de movilidad electrica en el pais,Seguridad y Bienestar,
051322nacional,capturado despues de machetear a mujer,victima forcejeo con carlos peralta quien intento despojarla de sus pertenencias,Criminalidad y Violencia,
051322occidente,no pagan manutencion,dos de cada cinco denuncias al dia son contra padres irresponsables,Comunidades,
051322centro,guarida de ladrones,tras un ataque armado encuentran armas y motos usadas para delinquir,Delincuencia,
051322sur,toman acciones ante asaltos y extorsiones,patrullajes parecen ser insuficientes para que cese criminalidad en magnolia,Delincuencia,
051322norte,dificulta el traslado,lancheros piden reparar anillo externo porque afecta turismo en lago peten itza,Comunidades,
051322oriente,violo a adolescente,hombre de 21 anos es capturado por hecho ocurrido en febrero contra menor de 13 anos,Criminalidad y Violencia,
051322guate,luchan para salir a flote,la lluvia arrastra mas basura al lago de amatitlan por lo que aumentan los esfuerzos para contrarrestar los danos por la contaminacion,Comunidades,
051422nacional,mas de 150 menores retornados desde mexico,la mayor cifra de rescatados de las garras de coyotes en su camino a estados unidos,Internacional,
051422occidente,se deshacen de mobiliario obsoleto,mas de 3 mil escuelas de san marcos seran beneficiados con cambio de pupitres,Educacion,
051422guate,asaltos continuan,segun usuarios la ruta express naranjo en mixco es la mas peligrosa por lo cual agentes de la policia municipal acompanan durante el recorrido,Delincuencia,
051522nacional,les pagan con la misma moneda,dos supuestos ladrones fueron abatidos a balazos cuando asaltaban a clientes de negocios en utatlan zona 11,Delincuencia,
051622nacional,le dieron gato por liebre,expolicia entrego a timadores q5  mil que le servirian para la medicina de su esposa le ofrecieron una barra de oro que resulto ser metal,Delincuencia,
051622occidente,galon llega a q43.79,huehuetecos se quejan por alto costo de gasolina mientras diaco no se preocupa,Comunidades,
051622centro,entregaran hospital,para noviembre se tiene previsto que este el edificio del hospital de chimaltenango,Proyectos de Infraestructura,
051622sur,hacen coperacha,vecinos de san isidro se organizan para cambiar tuberias deterioradas,Comunidades,
051622norte,satelite cae en el estor,encuentran artefacto en sector montanoso de selempim,Accidentes y Tragedias,
051622oriente,termino en la basura,agricultor sin identificar quedo muerto en un vertedero tras discusion en feria,Criminalidad y Violencia,
051622guate,cada vez hay mas carros,al retomar las actividades cotidianas los capitalinos prefieren movilizarse de manera independiente segun medicion del flujo vehicular,Comunidades,
051722nacional,le queman su casa y la acusan de bruja,pobladores amenazan a mujer con lincharla si no le quita el mal que padece una recien casada,Comunidades,
051722occidente,fallece don vides,locutor y cantante huehueteco muere junto a tres personas mas al embarrancarse picop,Comunidades,
051722centro,maestros exigen contratos,docentes esperan respuestas mientras que la dideduc pide cumplir con requisitos,Educacion,
051722sur,estrenaran parque,avanza construccion de plaza central a inaugurar a fin de ano,Proyectos de Infraestructura,
051722norte,cuide donde estaciona,reportan aumento de robo de motocicletas en flores,Delincuencia,
051722oriente,estaba apagado,camion deja 15 mil dolares en perdidas tras prender en llamas,Accidentes y Tragedias,
051722guate,abandonados a su suerte,mas de 20 mil personas de lomas azacualpilla palencia carecen de atencion medica por cierre de puesto de salud hace cuatro anos,Riesgos y Emergencias,
051822nacional,matan a dj por una cancion,baile patronal termina cuando un hombre acciona su pistola al no ser complacido con repetir una melodia,Criminalidad y Violencia,
051822occidente,reviven las aulas,cinco mil estudiantes regresan a clases presenciales en la cabecera,Educacion,
051822centro,pierde el control del picop,tres lesionados dejo un accidente ocurrido en el kilometro 108 de tecpan,Accidentes Viales,
051822sur,tome vias alternas,durante cuatro meses construiran el paseo santiago a un costado de la parroquia,Proyectos de Infraestructura,
051822norte,calle de ingreso danada,autoridades portenas buscan soluciones para reparar la carretera principal,Proyectos de Infraestructura,
051822oriente,ya se puede pasar,el puente sobre el rio las canas esta habilitado,Proyectos de Infraestructura,
051822guate,reanudan ruta,la 40r cambia a express santa marta y traslada a los pasajeros desde el municipio mixqueno hasta el obelisco,Comunidades,
051922nacional,compran camion en redes sociales y los matan,esposos y abuela son emboscados cuando fueron citados para recoger el vehiculo tres ninos sobreviven,Accidentes Viales,
051922occidente,agua llega por ratos,hogares de barrio san sebastian padecen problema desde hace un ano,Comunidades,
051922centro,entregaran escuela,400 estudiantes de diferentes jornadas seran beneficiados con la remodelacion de la escuela jose ignacio ortiz videz en la antigua guatemala,Educacion,
051922sur,retumbos en escuela,piden revisar terreno donde se asienta centro educativo de san isidro,Educacion,
051922norte,ensena mas alla de las aulas,el maestro rafael retana implemento un huerto para que los moralenses aprenden a cultivar,Educacion,
051922oriente,vertederos proliferan,ante la carencia de sanciones personas arruinan el ornato de chiquimula,Comunidades,
051922guate,por fin los escuchan,mejoran ruta de ingreso a los eucaliptos en san miguel petapa que por anos afecto a cientos de vecinos,Proyectos de Infraestructura,
052022nacional,firmes contra las extorsiones,capturan a 31 supuestos delincuentes entre ellos 21 mujeres,Delincuencia,
052022occidente,se cansan de asaltos,comerciantes y transportistas se organizan para garantizar seguridad,Seguridad y Bienestar,
052022centro,habilitan paso a desnivel,esperan reducir embotellamientos en ingreso a san lucas,Proyectos de Infraestructura,
052022sur,llegan empapados,conductores no pueden ni esquivar lagunetas por mal estado de la 9a avenida,Comunidades,
052022norte,taxi sube a q8,la gremial decide aumentar el precio por carrera en ciudad portena,Comunidades,
052022oriente,le abrieron la cabeza,hombre sin identificar ingresado al hospital tras ser encontrado cerca de una piedra con su sangre,Accidentes y Tragedias,
052022guate,desechos contaminan,exponerse a enfermedades y soportar la pestilencia del rio villalobos es parte del diario vivir de familias en playa de oro san miguel petapa,Comunidades,
052122nacional,comen almejas de la muerte,padre e hija perecen mientras cinco familiares mas fueron hospitalizados al sufrir intoxicacion alimenticia,Accidentes y Tragedias,
052122occidente,necesitan inmueble,cruz roja de san marcos lleva diez anos atendiendo en contenedores,Comunidades,
052122guate,flagelo continua,uno de cada dos ninos menores de 5 anos sufre de desnutricion cronica en san juan sacatepequez,Riesgos y Emergencias,
052222nacional,violadores capturados,por varios anos abusaron de su victima,Criminalidad y Violencia,
052322nacional,volviste juanita,recobra su libertad y regresa a su pais despues de estar presa injustamente 7 anos en mexico,Internacional,
052322occidente,encontronazo de camiones,conductores resultan heridos y son hospitalizados,Accidentes Viales,
052322centro,se sale de carril y choca con trailer,conductor pega de frente contra cabezal en la ruta nacional a inmediaciones de pastores,Accidentes Viales,
052322sur,peatones en riesgo,agujero perjudica paso por puente del canton los encuentros,Proyectos de Infraestructura,
052322norte,entregan donativo,benefician a moralenses con entrega de 47 sillas de ruedas,Seguridad y Bienestar,
052322oriente,le paso encima,hombre de 23 anos sufrio grave lesion en su pierna izquierda tras chocar con camion,Accidentes y Tragedias,
052322guate,muerte y destruccion,cuerpos de socorro se mantienen en alerta para atender accidentes de transito desde la calle marti hasta el km 20 de la ruta al atlantico,Accidentes y Tragedias,
052422nacional,libre y feliz en su tierra,juana alonzo quien salio de prision en mexico fue recibida por su gente con cohetes aplausos marimba y comida,Comunidades,
052422occidente,q65 millones en mariguana,queman 175 mil matas la erradicacion mas grande en 5 anos en totonicapan,Delincuencia,
052422centro,muere sola en la calle,el cadaver de una mujer en situacion de abandono fue localizado en la zona 2 de chimaltenango,Accidentes y Tragedias,
052422sur,incomunicados,necesitaba puente desde hace 22 anos y la corriente destruyo el de hamaca,Proyectos de Infraestructura,
052422norte,preparan la feria,asignan espacio de venta para reactivar economia durante nueve dias de festejos,Comunidades,
052422oriente,subio el caudal,viviendas se vieron afectadas por crecida de la quebrada las casas,Desastres Naturales,
052422guate,pagan el doble,despues de las 18 horas pobladores de san pedro ayampuc deben pagar q10 para poder llegar a sus hogares,Comunidades,
052522nacional,asaltaban en 8 zonas de la capital,integrantes son responsables de despojar de celulares dinero y otras pertenencias a peatones,Delincuencia,
052522occidente,no quieren al rector,encapuchados toman el cusam en rechazoa eleccion de walter mazarriegos,Deporte,
052522centro,obra a medias,trabajos de reconstruccion de puente el negro quedaron suspendidos en abril de este ano,Proyectos de Infraestructura,
052522sur,siete dias de busqueda,salio junto a su hermano a pastorear vacas pero en el camino de desvio y resbala,Accidentes Viales,
052522norte,se duerme en la ruta y lo atropella,se duerme en la ruta y lo atropellan,Accidentes Viales,
052522oriente,super abuela sobrevie al trailer,anciana de 80 anos fue atropellada fue expulsada 15 metros y quedo vivo en un poza,Accidentes Viales,
052522guate,arriesgan la vida con pirotecnia,este trabajo representa el principal ingreso economico en los hombres de san juan sacatepequez,Accidentes y Tragedias,
052622nacional,muere en brazos de hijo,mujer fue tiroteada hace dos semanas sobrevivio un atentado,Accidentes y Tragedias,
052622occidente,pagan o se mueren,transportistas desembolsaron q150 mil en dos anos para que no mataran a sus choferes,Criminalidad y Violencia,
052622centro,dos anos asi,socavamiento no ha sido reparado desde 2020 y problema se agudiza con llegada de invierno,Desastres Naturales,
052622sur,calles se vuelven rios,vecinos esquivan correntadas charcos y piedras en calle principal del caserio en silencio,Desastres Naturales,
052622norte,ya casi,tome precauciones en el ultimo dia de reparaciones en el tramo que comunica a rio dulce,Comunidades,
052622oriente,bloqueados por la quebrada,en el km 142 de la ruta zacapa huite las lluvias desbordaron la quebrada complicando el paso,Desastres Naturales,
052622guate,vivienda vertical en auge,actualmente se construyen en la capital mas de cien edificios de apartamentos en diferentes zonas,Proyectos de Infraestructura,
052722nacional,tornado arrasa con techos,calles colapsadas drenajes tapados y personas sin viviendas son parte de los estragos que nos dejan las lluvias,Desastres Naturales,
052722occidente,llena de baches,carretera al altiplano tiene solo ocho anos pero ya presenta danos considerables,Proyectos de Infraestructura,
052722centro,ya no sera de terraceria,peatones y usuarios del transporte dejaran de sufrir por el polvo y lodo en salida de terminal de buses,Comunidades,
052722sur,ahora pagan por movilizarse,esperan reconstruccion de puente formal que se cayo hace 22 anos,Proyectos de Infraestructura,
052722norte,acaban 30 anos de espera,la comunidad semanzana en el estor tiene agua potable por primera vez,Comunidades,
052722oriente,salieron expulsados,familia de cuatro personas quedo en el hospital tras ser sacada de autopista por trailer,Accidentes y Tragedias,
052722guate,atiende a 15 mil personas,solamente una enfermera vela por la salud y ha salvado vidas en seis comunidades de azacualpilla palencia,Seguridad y Bienestar,
052822nacional,alerta en el pais,lluvias continuaran hasta el martes las areas mas afectadas seran la meseta central y el suroccidente,Desastres Naturales,
052822occidente,la tierra de nadie ,conflicto territorial entre ixhiguan y tajumulco lleva 89 anos,Comunidades,
052822guate,obra inconclusa,en 2020 debio terminarse la construccion de planta de tratamiento en lomas de san jacinto mixco pero fue asi lo cual tiene molestos a los vecinos,Proyectos de Infraestructura,
052922nacional,luto en tucuru,madre y seis hijos de 15 11 10 7 y 6 asi como un bebe de 8 meses quedan soterrados por gran cantidad de lodo y piedras,Accidentes y Tragedias,
053022nacional,la 31 es una realidad,los cremas celebran luego de 7 anos de sequia y los rojos lo sufren,Deporte,
053022occidente,la carne aumento q5,libra de res se cotiza entre q35 y q40 por alto costo de la gasolina,Comunidades,
053022centro,por fin lo ponen a funcionar,pese al robo de piezas el pozo beneficiara a 8 mmil personas de pedro las huertas,Seguridad y Bienestar,
053022sur,regresaba a casa,agricultor perece atropellado en el crucero el castano,Accidentes Viales,
053022norte,engalanan la ciudad,jinetes muestran sus mejores ejemplares en desfile hipico por la feria,Comunidades,
053022oriente,60 anos sin agua,tres comunidades de zacapa padecen falta del liquido potable desde su creacion,Comunidades,
053022guate,siempre en movimiento,desde que el paseo de la sexta se conocia como calle real los comercios han atraido a los visitantes al centro de la ciudad,Proyectos de Infraestructura,
053122nacional,la impacta un rayo,victima es una mujer con seis meses de embarazo permanece en estado grave en el hospital,Accidentes y Tragedias,
053122occidente,hallan cuerpo de bebe,agricultor encuentra cadaver de recien nacido en cementerio de todos santos cuchumatan,Accidentes y Tragedias,
053122centro,carretera en el aire,tramo carretero fue merjorado en 2019 y no ha sido inaugurado por las autoridades,Proyectos de Infraestructura,
053122sur,drenajes no se dan abasto,rebalse de canal de agua pluvial afecta a transeuntes en la montanita,Proyectos de Infraestructura,
053122norte,semana de lluvia,sayaxche san francisco poptun la libertad y las cruces en alerta segun el insivumeh,Desastres Naturales,
053122oriente,hasta cien costales de basura,estudiantes de administracion y criminologia se unieron para limpiar vertedero ilegal,Comunidades,
053122guate,regresa temor por lluvias,mas de 400 personas viven en zonas de riesgo en la joya montemoria y el mirador en boca del monte villa canales,Riesgos y Emergencias,
060122nacional,cementerio de barrio 18,mareros entierran en terreno baldio de villalobos a victimas y miembros que cometen faltas en su pandilla,Criminalidad y Violencia,
060122occidente,chofer evita tragedia,microbus estuvo a punto de caer en hondonada 15 pasajeros salieron ilesos,Accidentes Viales,
060122centro,confirman feria,pese a que la comuna no cuenta con presupuesto si organizara actividades con apoyo de patrocinadores,Comunidades,
060122sur,30 anos de espera,compran material para mejora vial que necesitaban en magnolia,Proyectos de Infraestructura,
060122norte,buscan frenar la basura,instalan biobarda en el balneario yaxtunila en las cruces,Seguridad y Bienestar,
060122oriente,no se puede pasar,el paso provisional de chiquimula a la capital se cayo por la crecida de quebrada petapilla,Comunidades,
060122guate,aprovechan temporada,vecinos de san raymundo cumplen con la tradicion de recolectar zompopos un platillo que se degusta una vez al ano,Comunidades,
060222nacional,agatha destruye de nuevo,efectos de la tormenta y primeras lluvias destrozan 47 carreteras 5 puentes y dejan 11 muertos,Desastres Naturales,
060222occidente,17 municipios en alto riesgo,lluvias normales de la epoca continuaran 23 derrumbes han afectado carreteras,Riesgos y Emergencias,
060222centro,paso no agiliza el trafico,senalan que transito lento persiste pese a contar con nueva obra,Proyectos de Infraestructura,
060222sur,alerta en rios cabuz y nica,al subir de nivel caudales ponen en riesgo viviendas y puentes cercanos,Riesgos y Emergencias,
060222norte,polochic inundado,conred pide precaucion a quienes viven cerca del rio,Riesgos y Emergencias,
060222oriente,segundo dia sin puente,segun el gobernador el paso podria quedar habilitado en 6 dias aproximadamente,Proyectos de Infraestructura,
060222guate,cambiaran 492 semaforos,municipalidad capitalina lanza plan para sustituir con nueva tecnologia,Proyectos de Infraestructura,
060322nacional,descuartizador de 14 anos,capturan al carnicero quien secuestro torturo y asesino a por lo menos 8 personas,Criminalidad y Violencia,
060322occidente,q1 millon en perdidas,lluvia y granizo danan cultivos de cafe y hortalizas en dos municipios,Desastres Naturales,
060322centro,peligran al pasar,evaluan talas los arboles mas longevos en la alameda chimaltenango,Comunidades,
060322sur,lloran a migrante,familia quiere sepultar en su tierra a mujer asesinada en texas eeuu,Accidentes y Tragedias,
060322norte,calma despues de la tormenta,a pesar de que la lluvia bajo puden seguir alerta en el estor,Riesgos y Emergencias,
060322oriente,calvario en petapilla,ante la necesidad de atravesar la quebrada autoridades y vecinos se han abierto camino como pueden,Comunidades,
060322guate,combaten desnutricion,al menos 36 casos de ninos menores de 5 anos ha reportado el centro de salud de amatitlan en 2022,Seguridad y Bienestar,
060422nacional,los nombres del mal,pandilleros apodan a cada miembro de la clica segun sus caracteristicas fisicas o actos sanguinarios,Criminalidad y Violencia,
060422occidente,duelo en el pensativo,xinabajul y marquense disputan hoy el ascenso a la liga nacional,Deporte,
060422guate,20 anos sin mantenimiento,desde su construccion la ruta nacional rn 5 no ha recibido atencion y cada invierno pasar por alli es un riesgo latente,Proyectos de Infraestructura,
060522nacional,gritos las delatan,capturan tres menores dos de 14 anos y una de 17 cuando decapitaban a quinceanera y grababan el crimen,Criminalidad y Violencia,
060622nacional,pase adelante mi rey mi reina,su gente colores y sabores son algunas de las razones por las que amamos los mercados,Comunidades,
060622occidente,reciben a sus heroes,fiesta en huehuetenango al regreso de xinabajul tras conseguir el ascenso,Comunidades,
060622centro,abren la consulta externa tras 75 dias,hospital la antigua guatemala desocupa area covid 19 y lo alista para encamamiento,Seguridad y Bienestar,
060622sur,bachean por su cuenta,taxistas se organizan para reparar parte del tramo a la frontera,Proyectos de Infraestructura,
060622norte,muere arrollado,trabajador de finca fue embestido en la madrugada,Accidentes Viales,
060622oriente,se formo una poza,vecinos del aserradero deben caminar por laguna causada por las precipitaciones pluviales,Riesgos y Emergencias,
060622guate,reina que va a llevar,comerciantes se esfuerzan a diario para mantener surtido de productos y atraer a la clientela,Comunidades,
060722nacional,desagua arrastra cinco trabajadores,rescatan a tres que se llevo el agua y localizan a los otros dos ya fallecidos,Accidentes y Tragedias,
060722occidente,le construyen su casa,altruistas ayudan a don efrain cuya vivienda fue devorada por incendio,Comunidades,
060722centro,despues de 2 anos vuelven a reunirse,feligresia de 31 comunidades participan en fiesta de pentecostes,Religion y Tradicion,
060722sur,problema de todos los anos,por mas de una decada mejoras de calle por donde pasaba el tren siguen sin ser prioridad,Comunidades,
060722norte,dragan rio salado,buscan prevenir inundaciones en ciudad portena,Proyectos de Infraestructura,
060722oriente,claman por reparacion,tramo de tres km que conecta a dos comunidades de zacapa es principal causa de accidentes,Proyectos de Infraestructura,
060722guate,tumbas en el olvido,vecinos de sacojito chinautla entierran a sus seres queridos en el cementerio la salle lugar que se encuentra en total abandono,Comunidades,
060822nacional,cada vez mas caro,los guatemaltecos sufren alza de hasta q3 en combustibles lo cual ha hecho que tambien se encarezcan los alimentos,Comunidades,
060822occidente,a punto de colapsar,cierran uno de los ingresos a nenton tras hundimiento por aguaceros,Riesgos y Emergencias,
060822centro,se inunda el colector sur,lluvia complica trabajos en tragante sur de la antigua guatemala,Riesgos y Emergencias,
060822sur,punto de asaltos,vecinos temen ser victimas de delincuentes al pasar por el puente de el paraiso,Delincuencia,
060822norte,40 anos sin brecha,vehiculos entraran a la parte superior de la microrregion iv,Comunidades,
060822oriente,a paso lento,las colas y los 20 minutos que deben esperar que cruzar la quebrada desespera a transportistas,Comunidades,
060822guate,pelea por el agua,vecinos y autoridades reclaman administracion del servicio en la colonia villas del quetzal san juan sacatepequez,Comunidades,
060922nacional,sitiados,pobladores de ixchiguan y tajumulco san marcos amanecen en estado de sitio para frenar la constante violencia que se vive en el lugar,Criminalidad y Violencia,
060922occidente,hasta la cocina,debido a las lluvias un deslizamiento de tierra afecto una vivienda en san miguel ixtahuacan san marcos,Desastres Naturales,
060922centro,asediados por asaltantes,estudiantes denuncian ser victimas de robo al salir de establecimientos,Delincuencia,
060922sur,les faltan maestros,atencion deficiente en el ineb jorge rafael castillo por dos plazas vacantes,Educacion,
060922norte,construyen puente,estorenos garantizaran acceso al caserio sutija,Proyectos de Infraestructura,
060922oriente,piden investigar,vecinos de palo amontonado denuncian contaminacion excesiva en rio motagua,Seguridad y Bienestar,
060922guate,tres proyectos mas para desplazarse,el metroriel el aerometro y tu bus complementaran el plan maestro de movilidad urbana,Comunidades,
061022nacional,campo de batalla bajo control,se respira el miedo entre casas abandonadas y calles cubiertas por municiones y casquillos,Comunidades,
061022occidente,familia se salva de morir,derrumbe por lluvia destruye vivienda en san miguel ixtahuacan,Accidentes y Tragedias,
061022centro,agobiados por robos,asaltos en santa maria de jesus siguen y vecinos anuncian que se organizaran para prevenirlos,Delincuencia,
061022sur,bachean como pueden,pobladores del callejon las pilas desesperados por esquivar agujeros se ponen a trabajar,Proyectos de Infraestructura,
061022norte,10 pies de agua sobre el camino,punta de palma baltimor santa maria y rio salado incomunicados por el desbordamiento del rio san carlos,Proyectos de Infraestructura,
061022oriente,no haran otro paso provisional,sufren para cruzar la quebrada mientras autoridades sugieren tomar vias alternas,Comunidades,
061022guate,30 anos en el olvido,inundaciones por falta de drenajes empeoran el estado de las calles y se anegan las viviendas en san pedro ayampuc,Riesgos y Emergencias,
061122nacional,lluvias siguen causando estragos,hasta el momento van 17 rios desbordados ademas que se contabilizan 735 personas en riesgo 15 fallecidas y unas 388 mil 542 afectadas,Riesgos y Emergencias,
061122occidente,sube otros q2,carniceros de san marcos reportan pocas ventas,Comunidades,
061122guate,maestros reparan plantel,docentes dan mantenimiento a escuela las victorias ya que hace cinco anos fue la ultima vez que las autoridades realizaron mejoras,Educacion,
061222nacional,estrenaba carro,joven y senorita fallecen luego de celebrar la compra de su vehiculo deportivo,Accidentes Viales,
061322nacional,interrogado hasta la muerte,en el parqueo de buses quedo un supuesto delincuente que fue amarrado y golpeado por varias personas,Delincuencia,
061322occidente,solo rasgunos ,conductor sufre heridas levas al volcar camion que le fallaron los frenos,Accidentes Viales,
061322centro,evaluan cierre,clausura de rastro municipal se solicito por salud desde 2018 y comuna no la ha realizado,Seguridad y Bienestar,
061322sur,toca ajuston,costo de flete y alimento para ganado aumenta a q32 la libra de carne de res en san jose el rodeo,Comunidades,
061322norte,rio motagua se desborda,primeras lluvias afectan cultivos en morales los amates y puerto barrios,Desastres Naturales,
061322oriente,cortaba tamarindo,una persona fallecio en aldea sabana grande al tocar el tendido electrico mientras trabajaba,Accidentes y Tragedias,
061322guate,espacios para el ultimo adios,el cementerio la verbena esta abierto para sepelios y se desocupan tumbas olvidadas para aumentar capacidad,Comunidades,
061422nacional,se juegan la vida en las alturas,ante la destruccion del puente petapilla vecinos pasan sobre viejas estructuras de la linea del tren para llegar a zacapa o viceversa,Riesgos y Emergencias,
061422occidente,nadie les ayuda,covial tiene 5 anos de no darle mantenimiento a la ruta de chiantla a los cuchumatanes vecions se unen para bachearla,Proyectos de Infraestructura,
061422centro,agilizan reparacion,esta semana se estaria habilitando carril afectado por hundamiento,Comunidades,
061422sur,30 anos sin arreglo,lluvias agravan deterioro en ruta a comunidad el silencio coatepeque,Comunidades,
061422norte,19 meses despues construyen puente,el corozo tendra acceso luego que el paso fue destruido desde la tormenta eta,Proyectos de Infraestructura,
061422oriente,iba a comprar la cena,un hombre en san jorge sufrio una fractura expuesta en la pierna tras chocar con otra moto,Accidentes Viales,
061422guate,mas de 300 familias en riesgo,pobladores de brisas de san pedro reciben agua sin tratamiento cada 8 o 10 dias para su consumo diario,Riesgos y Emergencias,
061522nacional,muerte destruccion y caos por lluvias,- ,Accidentes y Tragedias,
061522occidente,sueno cumplido,despues de 40 anos dos parajes de san francisco el alto tienen agua potable las 24 horas,Comunidades,
061522centro,sin aval para operar,comuna de san antonio aguas calientes no ha otorgado usufructo al cunsac,Comunidades,
061522sur,espera llega a su fin,veinte anos tuvieron que pasar para arreglar calle principal del barrio aurora,Proyectos de Infraestructura,
061522norte,asaltan a diario,policia reporta tres barrios peligrosos en santo tomas de castilla,Delincuencia,
061522oriente,denuncian abandono,10 familias de la colonia lemus resultan afectados por trabajos inconclusos en terraceria,Comunidades,
061522guate,viven caos,transito lento se registra en vias alternas tras el hundimiento ocurrido en el km 15 de la ruta al pacifico jurisdiccion de villa nueva,Comunidades,
061622nacional,video delata a presunto asesino,imagenes revelan maltrato a joven madre que fue hallada muerta ocmpanero de hogar huyo,Criminalidad y Violencia,
061622occidente,iban a despertarlo,hallan muerto a su amigo en habitacion de hotel donde alquilaba el mp cree que fue por un paro cardiaco,Accidentes y Tragedias,
061622centro,pierden q119 millones,codede no entrega dinero para obras debido a la falta de nombramiento de alcalde,Proyectos de Infraestructura,
061622sur,temen derrumbre,carril de ruta a la aldea sintana esta a punto de socavarse por completo,Riesgos y Emergencias,
061622norte,saquean 5 casas en menos de 2 semanas,santa ana y el chal atemorizados por banda delictiva,Comunidades,
061622oriente,subio la quebrada,por dos horas vecinos de la aldea piedras azules no pudieron pasar para aldea shin shin,Riesgos y Emergencias,
061622guate,puente belice 2 a la vista,comuna capitalina y el ministerio de comunicaciones estarian a cargo del proyecto el cual ya se encuentra en proceso de licitacion en guatecompras,Proyectos de Infraestructura,
061722nacional,grietas se extienden a zonas habitadas,hundimiento se debe a la mezcla de fallas geologicas y el colapso de un colector alcalde de villa nueva pide estado de excepcion,Desastres Naturales,
061722occidente,10 mil damnificados por lluvias,treinta derrumbes en lo que va del invierno han bloqueado rutas afectando a 15 comunidades,Riesgos y Emergencias,
061722centro,temen mas derrumbes,retiro de tierra en la via afecto por cinco horas en cuatro caminos,Riesgos y Emergencias,
061722sur,se juegan la vida,vecinos se arriesgan a cruzar el rio petacalapa ante la falta de puente,Riesgos y Emergencias,
061722norte,mas de 35 aldeas en alerta,rio motagua sube de nivel y alcanza 24 pies de altura,Riesgos y Emergencias,
061722oriente,despiden a pilotos entre aplausos,transportistas varados hace una semana por fin pudieron cruzar la quebrada petapilla,Comunidades,
